"STARTUP_ID","INDUSTRY1","INDUSTRY2","INDUSTRY3","TECHNOLOGY1","TECHNOLOGY2","TECHNOLOGY3","DESCRIPTION_PROVIDED","REGION_CODE","COUNTRY","DIGITAL_CATALOUGE","MENTOR_BENEFIT","MIGRATION_BENEFIT","FUNDRAISING_ACTIVE_FLAG","STAGE"
784,"","","","","","","N","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
785,"Financial Services","Healthcare","Communications","Blockchain","Infrastructure as a Service (IaaS)","Managed Cloud Services","Y","EMEA","United Kingdom","Y","","","N","Bootstrap (We don’t plan on raising venture capital)"
27688,"High Technology","","","Service","","","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
787,"High Technology","","","Artificial Intelligence","","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
790,"Public Sector","Professional Services","Insurance","Artificial Intelligence","Human Capital Management (HCM)","Big Data","Y","EMEA","United Kingdom","Y","","","N","Bootstrap (We don’t plan on raising venture capital)"
791,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
792,"Financial Services Banking","Retail","","Cloud","","","Y","JAPAC","Singapore","Y","","Y","N","Bootstrap (We don’t plan on raising venture capital)"
793,"","","","","","","N","EMEA","Ireland","","","","N","Bootstrap (We don’t plan on raising venture capital)"
949,"","","","","","","N","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
27125,"Media and Entertainment","","","Cloud","","","Y","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
27689,"Higher Education","Education and Research","Primary and Secondary Education (K-12)","Oracle Optimized Solutions","","","Y","LAD","Brazil","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
27693,"Healthcare","","","Big Data","Health Management Platform Health Engagement","Python","Y","NAS","United States of America","","","","N","Seed (Total raised $500K-2M)"
27694,"High Technology","","","Big Data","Software as a Service (SaaS)","Artificial Intelligence","Y","NAS","United States of America","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
950,"Healthcare","Insurance","Health Sciences","Health Management Platform Health Engagement","Big Data","Open Source","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
951,"Professional Services","Financial Services","High Technology","Enterprise Performance Management (EPM)","Cloud","Enterprise Performance Management Cloud","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
952,"","","","","","","N","JAPAC","Philippines","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1101,"High Technology","","","Cloud","Software as a Service (SaaS)","Master Data Management","Y","EMEA","Portugal","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1102,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1103,"Primary and Secondary Education (K-12)","","","MySQL","Java Technology","Cloud Computing","Y","LAD","Chile","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1104,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1105,"Financial Services","Healthcare","Financial Services Banking","Customer Relationship Management (CRM)","Human Capital Management (HCM)","Financials Cloud","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
866,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
867,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
869,"Media and Entertainment","Education and Research","Communications","Artificial Intelligence","Cloud","Database","Y","EMEA","United Kingdom","Y","","","N","Bootstrap (We don’t plan on raising venture capital)"
870,"Healthcare","Utilities","Manufacturing","Big Data","Cloud","Business Analytics","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
871,"Financial Services","Financial Services Banking","","Governance, Risk, and Compliance Management","PHP","Node.js","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
901,"Healthcare","","","Software as a Service (SaaS)","Cloud","Infrastructure as a Service (IaaS)","Y","EMEA","Jordan","Y","","","N","Bootstrap (We don’t plan on raising venture capital)"
902,"Industrial Manufacturing","High Technology","Oil and Gas","Platform as a Service (PaaS)","Business Analytics","Internet of Things","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
903,"High Technology","","","Internet of Things","Java Technology","Open Source","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
904,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
905,"Financial Services","Healthcare","","Blockchain","Identity Management","Security","Y","NAS","United States of America","Y","","","N","Bootstrap (We don’t plan on raising venture capital)"
881,"Retail","High Technology","Communications","Cloud","Mobile","Commerce","Y","EMEA","Poland","","","","N","Bootstrap (We don’t plan on raising venture capital)"
882,"Professional Services","Engineering and Construction","Financial Services","Artificial Intelligence","Talent Management Cloud","Human Capital Management (HCM)","Y","EMEA","United Kingdom","Y","","","N","Bootstrap (We don’t plan on raising venture capital)"
30237,"","","","","","","N","JAPAC","Singapore","","","","",""
885,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
925,"","","","","","","N","EMEA","South Africa","","","","N","Bootstrap (We don’t plan on raising venture capital)"
30240,"","","","","","","N","NAS","United States of America","","","","",""
953,"","","","","","","N","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
954,"","","","","","","N","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
30241,"","","","","","","N","NAS","United States of America","","","","",""
955,"Insurance","Food and Beverage","Financial Services","Cloud Computing","Linux","x86","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
956,"","","","","","","N","EMEA","Poland","","","","N","Bootstrap (We don’t plan on raising venture capital)"
958,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
981,"High Technology","Healthcare","Financial Services","Cloud","Security","Artificial Intelligence","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
982,"Wholesale Distribution","","","Cloud","","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
984,"Financial Services","","","Mobile","Internet of Things","Customer Experience (CX)","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
985,"High Technology","","","Customer Relationship Management (CRM)","Customer Experience (CX)","Cloud","Y","EMEA","Ireland","","","","N","Bootstrap (We don’t plan on raising venture capital)"
941,"Hospitality","","","Cloud","","","Y","LAD","Mexico","","","","N","Bootstrap (We don’t plan on raising venture capital)"
942,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
943,"High Technology","","","Cloud","Internet of Things","Chatbot","Y","LAD","Colombia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
944,"Financial Services","High Technology","Professional Services","Cloud","Financial Management","Identity Management","Y","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
945,"Chemicals","Life Sciences","Food and Beverage","Big Data","Blockchain","Artificial Intelligence","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
946,"","","","","","","N","EMEA","Greece","","","","N","Bootstrap (We don’t plan on raising venture capital)"
947,"Financial Services","Retail","Communications","Data Warehousing","Business Intelligence","","Y","EMEA","France","","","","N","Bootstrap (We don’t plan on raising venture capital)"
986,"Professional Services","","","Customer Relationship Management (CRM)","PL/SQL","Cloud","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1026,"Media and Entertainment","Communications","","Mobile","Cloud","Big Data","Y","EMEA","Slovakia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1027,"Travel and Transportation","","","Internet of Things","Big Data","","Y","EMEA","Belgium","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1028,"Financial Services Capital Markets","","","Customer Experience for Marketing","","","Y","EMEA","Poland","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1030,"Hospitality","Retail","Healthcare","Customer Experience (CX)","Business Intelligence","","Y","LAD","Chile","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1031,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1062,"High Technology","","","Artificial Intelligence","Python","Workforce Management Cloud","Y","EMEA","Portugal","","","","N","Bootstrap (We don’t plan on raising venture capital)"
959,"","","","","","","N","JAPAC","Singapore","","","","N","Bootstrap (We don’t plan on raising venture capital)"
960,"","","","","","","N","EMEA","Germany","","","","N","Bootstrap (We don’t plan on raising venture capital)"
961,"High Technology","Financial Services","","Big Data","Cloud Computing","Business Intelligence","Y","LAD","Colombia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
962,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1063,"Education and Research","Professional Services","","NoSQL","Node.js","Artificial Intelligence","Y","EMEA","Netherlands","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1043,"","","","","","","N","EMEA","Israel","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1044,"Retail","","","Customer Experience (CX)","Big Data","Customer Relationship Management (CRM)","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
1064,"","","","","","","N","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
